chr1	1	11868	+
chr1	14410	29553	+
chr1	31110	52472	+
chr1	53313	62947	+
chr1	63888	69090	+
chr1	70009	131024	+
chr1	134837	160445	+
chr1	161526	182392	+
chr1	184159	200879	+
chr1	201018	358856	+
chr1	365705	439869	+
chr1	440233	487100	+
chr1	489907	587628	+
chr1	594769	629061	+
chr1	629434	629639	+
chr1	630684	630895	+
chr1	630959	631073	+
chr1	632617	632756	+
chr1	633439	633534	+
chr1	634923	674841	+
chr1	675266	722091	+
chr1	724904	760910	+
chr1	761990	778769	+
chr1	810061	817370	+
chr1	819838	825137	+
chr1	859447	873291	+
chr1	874350	904833	+
chr1	915977	924879	+
chr1	944582	960586	+
chr1	965716	966496	+
chr1	975866	1001137	+
chr1	1014542	1020122	+
chr1	1056119	1059733	+
chr1	1069356	1137016	+
chr1	1144057	1167091	+
chr1	1167203	1167845	+
chr1	1167957	1169004	+
chr1	1169088	1169356	+
chr1	1170344	1173883	+
chr1	1197936	1232264	+
chr1	1235042	1275222	+
chr1	1280421	1280435	+
chr1	1292030	1308566	+
chr1	1311678	1324755	+
chr1	1328898	1331313	+
chr1	1335307	1378665	+
chr1	1379033	1399521	+
chr1	1402047	1409095	+
chr1	1410619	1420244	+
chr1	1422692	1426127	+
chr1	1427788	1434860	+
chr1	1442883	1449688	+
chr1	1470159	1471768	+
chr1	1497849	1512150	+
chr1	1534688	1574974	+
chr1	1577076	1579755	+
chr1	1580047	1615414	+
chr1	1630611	1632094	+
chr1	1701811	1724511	+
chr1	1737252	1891470	+
chr1	1892659	1914826	+
chr1	1917297	2019323	+
chr1	2030752	2050469	+
chr1	2185396	2212522	+
chr1	2220739	2228694	+
chr1	2310120	2391774	+
chr1	2405445	2425979	+
chr1	2505531	2546464	+
chr1	2547461	2555638	+
chr1	2565383	2566409	+
chr1	2569889	2581559	+
chr1	2584534	2586490	+
chr1	2591470	2632567	+
chr1	2636621	3021482	+
chr1	3022904	3069167	+
chr1	3438622	3454425	+
chr1	3481114	3487245	+
chr1	3487628	3625001	+
chr1	3630128	3652519	+
chr1	3736202	3736942	+
chr1	3737104	3752397	+
chr1	3771646	3772787	+
chr1	3775983	3782814	+
chr1	3783112	3785007	+
chr1	3785539	3857266	+
chr1	3885430	3900371	+
chr1	3917226	3940612	+
chr1	3955263	4412050	+
chr1	4424688	4571547	+
chr1	4583422	4654731	+
chr1	4792535	5492977	+
chr1	5494675	5564070	+
chr1	5564144	5991465	+
chr1	6101194	6205474	+
chr1	6221300	6236239	+
chr1	6239445	6244191	+
chr1	6245579	6393554	+
chr1	6394392	6424787	+
chr1	6461371	6540853	+
chr1	6540965	6547904	+
chr1	6548620	6555180	+
chr1	6579758	6580000	+
chr1	6589281	6613684	+
chr1	6624034	6624865	+
chr1	6635587	6724636	+
chr1	6730013	6785323	+
chr1	7769707	7771268	+
chr1	7781433	7784319	+
chr1	7845178	7942371	+
chr1	7942727	7954290	+
chr1	7985506	8026737	+
chr1	8122703	8189823	+
chr1	8192771	8208671	+
chr1	8215211	8317825	+
chr1	8344168	8424644	+
chr1	8434839	8512652	+
chr1	8513022	8750429	+
chr1	8751088	8798474	+
chr1	8799507	8831006	+
chr1	8831376	8862001	+
chr1	8862261	8878834	+
chr1	8879895	8893408	+
chr1	8894152	8909741	+
chr1	8909905	8945866	+
chr1	8975093	9082695	+
chr1	9082881	9182203	+
chr1	9192090	9234774	+
chr1	9271338	9292879	+
chr1	9369533	9539481	+
chr1	9585180	9588921	+
chr1	9614874	9651731	+
chr1	9729115	9780821	+
chr1	9781241	9848317	+
chr1	9850155	9942922	+
chr1	9985502	9997205	+
chr1	10016021	10032831	+
chr1	10181240	10210804	+
chr1	10381604	10398591	+
chr1	10420145	10430101	+
chr1	10452154	10458554	+
chr1	10459339	10472287	+
chr1	10630759	10639240	+
chr1	10654334	10895760	+
chr1	10895999	11012343	+
chr1	11030529	11068470	+
chr1	11073098	11099674	+
chr1	11102101	11143897	+
chr1	11149538	11152349	+
chr1	11152453	11189340	+
chr1	11195982	11226253	+
chr1	11226361	11232962	+
chr1	11233113	11273205	+
chr1	11296050	11479165	+
chr1	11537585	11609530	+
chr1	11613356	11654374	+
chr1	11663328	11664123	+
chr1	11674355	11691728	+
chr1	11725858	11736083	+
chr1	11754803	11761786	+
chr1	11789586	11806095	+
chr1	11848080	11877769	+
chr1	11880407	11908151	+
chr1	11908272	11934204	+
chr1	11975539	11980180	+
chr1	12013515	12019465	+
chr1	12032046	12063376	+
chr1	12144208	12166942	+
chr1	12209229	12230066	+
chr1	12512048	12527723	+
chr1	12528421	12644546	+
chr1	12667087	12692908	+
chr1	12693021	12716114	+
chr1	12728760	12746214	+
chr1	12763700	12774840	+
chr1	12777907	12791396	+
chr1	12796629	12857085	+
chr1	12861910	12916609	+
chr1	12920483	12922553	+
chr1	12922661	12926161	+
chr1	12928254	13029338	+
chr1	13032131	13060852	+
chr1	13077885	13128817	+
chr1	13131616	13172454	+
chr1	13179465	13245862	+
chr1	13248653	13254211	+
chr1	13263315	13303508	+
chr1	13322599	13324038	+
chr1	13324519	13389631	+
chr1	13392630	13410449	+
chr1	13421329	13513219	+
chr1	13516271	13555000	+
chr1	13555695	13583464	+
chr1	13617958	13700197	+
chr1	13825080	14598703	+
chr1	15118044	15152531	+
chr1	15220481	15226372	+
chr1	15227550	15247271	+
chr1	15400284	15409894	+
chr1	15430344	15438438	+
chr1	15449243	15456727	+
chr1	15491401	15526812	+
chr1	15592380	15604596	+
chr1	15605044	15617499	+
chr1	15669045	15684331	+
chr1	15734770	15736404	+
chr1	15741397	15742421	+
chr1	15747983	15756606	+
chr1	15786595	15792795	+
chr1	15793286	15828231	+
chr1	15828670	15847863	+
chr1	15940461	15969631	+
