+RPKM	percent	accumulative_value
227.25	98.6	10355
230.58	98.6	10356
231.43	98.6	10357
232.98	98.6	10358
235.26	98.6	10359
235.61	98.7	10360
237.24	98.7	10361
239.65	98.7	10362
253.55	98.7	10363
254.49	98.7	10364
255.17	98.7	10365
256.86	98.7	10366
259.77	98.7	10367
262.49	98.7	10368
263.52	98.7	10369
264.84	98.8	10370
270.39	98.8	10371
271.81	98.8	10372
272.95	98.8	10373
278.62	98.8	10374
281.18	98.8	10375
283.49	98.8	10376
289.63	98.8	10377
290.05	98.8	10378
292.03	98.8	10379
298.33	98.8	10380
304.23	98.9	10381
305.64	98.9	10382
308.68	98.9	10383
309.05	98.9	10384
309.51	98.9	10385
310.41	98.9	10386
315.74	98.9	10387
319.38	98.9	10388
321.88	98.9	10389
323.36	98.9	10390
326.17	99.0	10391
331.65	99.0	10392
333.45	99.0	10393
338.23	99.0	10394
339.3	99.0	10395
349.47	99.0	10396
351.13	99.0	10397
361.84	99.0	10398
371.11	99.0	10399
373.26	99.0	10400
388.46	99.0	10401
388.73	99.1	10402
389.17	99.1	10403
395.98	99.1	10404
400.77	99.1	10405
401.23	99.1	10406
406.06	99.1	10407
409.87	99.1	10408
411.9	99.1	10409
436.84	99.1	10410
446.81	99.1	10411
453.02	99.2	10412
456.4	99.2	10413
465.35	99.2	10414
467.64	99.2	10415
469.22	99.2	10416
471.96	99.2	10417
472.99	99.2	10418
494.2	99.2	10419
525.06	99.2	10420
527.97	99.2	10421
536.83	99.2	10422
542.33	99.3	10423
546.13	99.3	10424
582.45	99.3	10425
586.59	99.3	10426
590.01	99.3	10427
593.83	99.3	10428
612.53	99.3	10429
621.28	99.3	10430
635.88	99.3	10431
670.21	99.3	10432
719.5	99.4	10433
830.46	99.4	10434
864.85	99.4	10435
887.76	99.4	10436
938.1	99.4	10437
953.1	99.4	10438
959.33	99.4	10439
977.26	99.4	10440
1003.6	99.4	10441
1063.6	99.4	10442
1066.36	99.4	10443
1087.24	99.5	10444
1182.63	99.5	10445
1230.17	99.5	10446
1233.72	99.5	10447
1259.2	99.5	10448
1363.55	99.5	10449
1408.61	99.5	10450
1447.85	99.5	10451
1508.16	99.5	10452
1558.91	99.5	10453
1605.17	99.6	10454
1616.8	99.6	10455
1649.18	99.6	10456
1809.75	99.6	10457
1827.68	99.6	10458
1890.85	99.6	10459
2196.94	99.6	10460
2242.43	99.6	10461
2283.2	99.6	10462
2329.79	99.6	10463
2337.11	99.6	10464
2438.52	99.7	10465
2569.16	99.7	10466
2579.93	99.7	10467
2906.14	99.7	10468
2909.68	99.7	10469
2945.4	99.7	10470
3303.89	99.7	10471
3308.98	99.7	10472
3511.52	99.7	10473
3548.05	99.7	10474
3593.41	99.8	10475
3706.49	99.8	10476
3788.86	99.8	10477
3923.29	99.8	10478
3946.32	99.8	10479
4442.02	99.8	10480
5053.36	99.8	10481
5209.68	99.8	10482
5755.96	99.8	10483
6115.71	99.8	10484
6330.3	99.8	10485
6450.4	99.9	10486
6523.42	99.9	10487
6652.17	99.9	10488
8036.1	99.9	10489
8117.67	99.9	10490
8154.28	99.9	10491
8430.7	99.9	10492
8552.05	99.9	10493
8736.73	99.9	10494
9357.01	99.9	10495
9622.05	100.0	10496
10517.84	100.0	10497
16423.41	100.0	10498
18522.35	100.0	10499
19735.72	100.0	10500
25640.97	100.0	10501
